CoT_Type_Technical;MIL2525C;APP6B
a-n-g-u-c-i-a;SNG-UCIA--;SNG-UCIA--
a-n-g-u-c-i-c;SNG-UCIC--;SNG-UCIC--
a-n-g-u-c-i-i;SNG-UCII--;SNG-UCII--
a-n-g-u-c-i-l;SNG-UCIL--;SNG-UCIL--
a-n-g-u-c-i-m;SNG-UCIM--;SNG-UCIM--
a-n-g-u-c-i-n;SNG-UCIN--;SNG-UCIN--
a-n-g-u-c-i-o;SNG-UCIO--;SNG-UCIO--
a-n-g-u-c-i-s;SNG-UCIS--;SNG-UCIS--
a-n-g-u-c-i-z;SNG-UCIZ--;SNG-UCIZ--
a-n-g-u-c-m;SNG-UCM---;SNG-UCM---
a-n-g-u-c-m-s;SNG-UCMS--;SNG-UCMS--
a-n-g-u-c-m-t;SNG-UCMT--;SNG-UCMT--
a-n-g-u-c-r;SNG-UCR---;SNG-UCR---
a-n-g-u-c-r-a;SNG-UCRA--;SNG-UCRA--
a-n-g-u-c-r-c;SNG-UCRC--;SNG-UCRC--
a-n-g-u-c-r-h;SNG-UCRH--;SNG-UCRH--
a-n-g-u-c-r-l;SNG-UCRL--;SNG-UCRLL--
a-n-g-u-c-r-o;SNG-UCRO--;SNG-UCRO--
a-n-g-u-c-r-r;SNG-UCRR--;SNG-UCRR--
a-n-g-u-c-r-r-d;SNG-UCRRD-;SNG-UCRRD-
a-n-g-u-c-r-r-f;SNG-UCRRF-;SNG-UCRRF-
a-n-g-u-c-r-r-l;SNG-UCRRL-;SNG-UCRRL-
a-n-g-u-c-r-s;SNG-UCRS--;SNG-UCRS--
a-n-g-u-c-r-v;SNG-UCRV--;SNG-UCRV--
a-n-g-u-c-r-v-a;SNG-UCRVA-;SNG-UCRVA-
a-n-g-u-c-r-v-g;SNG-UCRVG-;SNG-UCRVG-
a-n-g-u-c-r-v-m;SNG-UCRVM-;SNG-UCRVM-
a-n-g-u-c-r-v-o;SNG-UCRVO-;SNG-UCRVO-
a-n-g-u-c-r-x;SNG-UCRX--;SNG-UCRX--
a-n-g-u-c-s;SNG-UCS---;SNG-UCS---
a-n-g-u-c-s-a;SNG-UCSA--;SNG-UCSA--
a-n-g-u-c-s-g;SNG-UCSG--;SNG-UCSG--
a-n-g-u-c-s-g-a;SNG-UCSGA-;SNG-UCSGA-
a-n-g-u-c-s-g-d;SNG-UCSGD-;SNG-UCSGD-
a-n-g-u-c-s-g-m;SNG-UCSGM-;SNG-UCSGM-
a-n-g-u-c-s-m;SNG-UCSM--;SNG-UCSM--
a-n-g-u-c-s-r;SNG-UCSR--;SNG-UCSR--
a-n-g-u-c-s-w;SNG-UCSW--;SNG-UCSW--
a-n-g-u-c-v;SNG-UCV---;SNG-UCV---
a-n-g-u-c-v-c;SNG-UCVC--;SNG-UCVC--
a-n-g-u-c-v-f;SNG-UCVF--;SNG-UCVF--
a-n-g-u-c-v-f-a;SNG-UCVFA-;SNG-UCVFA-
a-n-g-u-c-v-f-r;SNG-UCVFR-;SNG-UCVFR-
a-n-g-u-c-v-f-u;SNG-UCVFU-;SNG-UCVFU-
a-n-g-u-c-v-r;SNG-UCVR--;SNG-UCVR--
a-n-g-u-c-v-r-a;SNG-UCVRA-;SNG-UCVRA-
a-n-g-u-c-v-r-m;SNG-UCVRM-;SNG-UCVRM-
a-n-g-u-c-v-r-s;SNG-UCVRS-;SNG-UCVRS-
a-n-g-u-c-v-r-u;SNG-UCVRU-;SNG-UCVRU-
a-n-g-u-c-v-r-u-c;SNG-UCVRUC;SNG-UCVRUC
a-n-g-u-c-v-r-u-e;SNG-UCVRUE;SNG-UCVRUE
a-n-g-u-c-v-r-u-h;SNG-UCVRUH;SNG-UCVRUH
a-n-g-u-c-v-r-u-l;SNG-UCVRUL;SNG-UCVRUL
a-n-g-u-c-v-r-u-m;SNG-UCVRUM;SNG-UCVRUM
a-n-g-u-c-v-r-w;SNG-UCVRW-;SNG-UCVRW-
a-n-g-u-c-v-s;SNG-UCVS--;SNG-UCVS--
a-n-g-u-c-v-u;SNG-UCVU--;SNG-UCVU--
a-n-g-u-c-v-u-f;SNG-UCVUF-;SNG-UCVUF-
a-n-g-u-c-v-u-r;SNG-UCVUR-;SNG-UCVUR-
a-n-g-u-c-v-v;SNG-UCVV--;SNG-UCVV--
a-n-g-u-h;SNG-UH----;SNG-UH----
a-n-g-u-s;SNG-US----;SNG-US----
a-n-g-u-s-a;SNG-USA---;SNG-USA---
a-n-g-u-s-a-c;SNG-USAC--;SNG-USAC--
a-n-g-u-s-a-f;SNG-USAF--;SNG-USAF--
a-n-g-u-s-a-f-c;SNG-USAFC-;SNG-USAFC-
a-n-g-u-s-a-f-t;SNG-USAFT-;SNG-USAFT-
a-n-g-u-s-a-j;SNG-USAJ--;SNG-USAJ--
a-n-g-u-s-a-j-c;SNG-USAJC-;SNG-USAJC-
a-n-g-u-s-a-j-t;SNG-USAJT-;SNG-USAJT-
a-n-g-u-s-a-l;SNG-USAL--;SNG-USAL--
a-n-g-u-s-a-l-c;SNG-USALC-;SNG-USALC-
a-n-g-u-s-a-l-t;SNG-USALT-;SNG-USALT-
a-n-g-u-s-a-m;SNG-USAM--;SNG-USAM--
a-n-g-u-s-a-m-c;SNG-USAMC-;SNG-USAMC-
a-n-g-u-s-a-m-t;SNG-USAMT-;SNG-USAMT-
a-n-g-u-s-a-o;SNG-USAO--;SNG-USAO--
a-n-g-u-s-a-o-c;SNG-USAOC-;SNG-USAOC-
a-n-g-u-s-a-o-t;SNG-USAOT-;SNG-USAOT-
a-n-g-u-s-a-p;SNG-USAP--;SNG-USAP--
a-n-g-u-s-a-p-b;SNG-USAPB-;SNG-USAPB-
a-n-g-u-s-a-p-b-c;SNG-USAPBC;SNG-USAPBC
a-n-g-u-s-a-p-b-t;SNG-USAPBT;SNG-USAPBT
a-n-g-u-s-a-p-c;SNG-USAPC-;SNG-USAPC-
a-n-g-u-s-a-p-m;SNG-USAPM-;SNG-USAPM-
a-n-g-u-s-a-p-m-c;SNG-USAPMC;SNG-USAPMC
a-n-g-u-s-a-p-m-t;SNG-USAPMT;SNG-USAPMT
a-n-g-u-s-a-p-t;SNG-USAPT-;SNG-USAPT-
a-n-g-u-s-a-q;SNG-USAQ--;SNG-USAQ--
a-n-g-u-s-a-q-c;SNG-USAQC-;SNG-USAQC-
a-n-g-u-s-a-q-t;SNG-USAQT-;SNG-USAQT-
a-n-g-u-s-a-r;SNG-USAR--;SNG-USAR--
a-n-g-u-s-a-r-c;SNG-USARC-;SNG-USARC-
a-n-g-u-s-a-r-t;SNG-USART-;SNG-USART-
a-n-g-u-s-a-s;SNG-USAS--;SNG-USAS--
a-n-g-u-s-a-s-c;SNG-USASC-;SNG-USASC-
a-n-g-u-s-a-s-t;SNG-USAST-;SNG-USAST-
a-n-g-u-s-a-t;SNG-USAT--;SNG-USAT--
a-n-g-u-s-a-w;SNG-USAW--;SNG-USAW--
a-n-g-u-s-a-w-c;SNG-USAWC-;SNG-USAWC-
a-n-g-u-s-a-w-t;SNG-USAWT-;SNG-USAWT-
a-n-g-u-s-a-x;SNG-USAX--;SNG-USAX--
a-n-g-u-s-a-x-c;SNG-USAXC-;SNG-USAXC-
a-n-g-u-s-a-x-t;SNG-USAXT-;SNG-USAXT-
a-n-g-u-s-m;SNG-USM---;SNG-USM---
a-n-g-u-s-m-c;SNG-USMC--;SNG-USMC--
a-n-g-u-s-m-d;SNG-USMD--;SNG-USMD--
a-n-g-u-s-m-d-c;SNG-USMDC-;SNG-USMDC-
a-n-g-u-s-m-d-t;SNG-USMDT-;SNG-USMDT-
a-n-g-u-s-m-m;SNG-USMM--;SNG-USMM--
a-n-g-u-s-m-m-c;SNG-USMMC-;SNG-USMMC-
a-n-g-u-s-m-m-t;SNG-USMMT-;SNG-USMMT-
a-n-g-u-s-m-p;SNG-USMP--;SNG-USMP--
a-n-g-u-s-m-p-c;SNG-USMPC-;SNG-USMPC-
a-n-g-u-s-m-p-t;SNG-USMPT-;SNG-USMPT-
a-n-g-u-s-m-t;SNG-USMT--;SNG-USMT--
a-n-g-u-s-m-v;SNG-USMV--;SNG-USMV--
a-n-g-u-s-m-v-c;SNG-USMVC-;SNG-USMVC-
a-n-g-u-s-m-v-t;SNG-USMVT-;SNG-USMVT-
a-n-g-u-s-s;SNG-USS---;SNG-USS---
a-n-g-u-s-s-1;SNG-USS1--;SNG-USS1--
a-n-g-u-s-s-1-c;SNG-USS1C-;SNG-USS1C-
a-n-g-u-s-s-1-t;SNG-USS1T-;SNG-USS1T-
a-n-g-u-s-s-2;SNG-USS2--;SNG-USS2--
a-n-g-u-s-s-2-c;SNG-USS2C-;SNG-USS2C-
a-n-g-u-s-s-2-t;SNG-USS2T-;SNG-USS2T-
a-n-g-u-s-s-3;SNG-USS3--;SNG-USS3--
a-n-g-u-s-s-3-a;SNG-USS3A-;SNG-USS3A-
a-n-g-u-s-s-3-a-c;SNG-USS3AC;SNG-USS3AC
a-n-g-u-s-s-3-a-t;SNG-USS3AT;SNG-USS3AT
a-n-g-u-s-s-3-c;SNG-USS3C-;SNG-USS3C-
a-n-g-u-s-s-3-t;SNG-USS3T-;SNG-USS3T-
a-n-g-u-s-s-4;SNG-USS4--;SNG-USS4--
a-n-g-u-s-s-4-c;SNG-USS4C-;SNG-USS4C-
a-n-g-u-s-s-4-t;SNG-USS4T-;SNG-USS4T-
a-n-g-u-s-s-5;SNG-USS5--;SNG-USS5--
a-n-g-u-s-s-5-c;SNG-USS5C-;SNG-USS5C-
a-n-g-u-s-s-5-t;SNG-USS5T-;SNG-USS5T-
a-n-g-u-s-s-6;SNG-USS6--;SNG-USS6--
a-n-g-u-s-s-6-c;SNG-USS6C-;SNG-USS6C-
a-n-g-u-s-s-6-t;SNG-USS6T-;SNG-USS6T-
a-n-g-u-s-s-7;SNG-USS7--;SNG-USS7--
a-n-g-u-s-s-7-c;SNG-USS7C-;SNG-USS7C-
a-n-g-u-s-s-7-t;SNG-USS7T-;SNG-USS7T-
a-n-g-u-s-s-8;SNG-USS8--;SNG-USS8--
a-n-g-u-s-s-8-c;SNG-USS8C-;SNG-USS8C-
a-n-g-u-s-s-8-t;SNG-USS8T-;SNG-USS8T-
a-n-g-u-s-s-9;SNG-USS9--;SNG-USS9--
a-n-g-u-s-s-9-c;SNG-USS9C-;SNG-USS9C-
a-n-g-u-s-s-9-t;SNG-USS9T-;SNG-USS9T-
a-n-g-u-s-s-c;SNG-USSC--;SNG-USSC--
a-n-g-u-s-s-l;SNG-USSL--;SNG-USSL--
a-n-g-u-s-s-l-c;SNG-USSLC-;SNG-USSLC-
a-n-g-u-s-s-l-t;SNG-USSLT-;SNG-USSLT-
a-n-g-u-s-s-t;SNG-USST--;SNG-USST--
a-n-g-u-s-s-w;SNG-USSW--;SNG-USSW--
a-n-g-u-s-s-w-c;SNG-USSWC-;SNG-USSWC-
a-n-g-u-s-s-w-p;SNG-USSWP-;SNG-USSWP-
a-n-g-u-s-s-w-p-c;SNG-USSWPC;SNG-USSWPC
a-n-g-u-s-s-w-p-t;SNG-USSWPT;SNG-USSWPT
a-n-g-u-s-s-w-t;SNG-USSWT-;SNG-USSWT-
a-n-g-u-s-s-x;SNG-USSX--;SNG-USSX--
a-n-g-u-s-s-x-c;SNG-USSXC-;SNG-USSXC-
a-n-g-u-s-s-x-t;SNG-USSXT-;SNG-USSXT-
a-n-g-u-s-t;SNG-UST---;SNG-UST---
a-n-g-u-s-t-a;SNG-USTA--;SNG-USTA--
a-n-g-u-s-t-a-c;SNG-USTAC-;SNG-USTAC-
a-n-g-u-s-t-a-t;SNG-USTAT-;SNG-USTAT-
a-n-g-u-s-t-c;SNG-USTC--;SNG-USTC--
a-n-g-u-s-t-i;SNG-USTI--;SNG-USTI--
a-n-g-u-s-t-i-c;SNG-USTIC-;SNG-USTIC-
a-n-g-u-s-t-i-t;SNG-USTIT-;SNG-USTIT-
a-n-g-u-s-t-m;SNG-USTM--;SNG-USTM--
a-n-g-u-s-t-m-c;SNG-USTMC-;SNG-USTMC-
a-n-g-u-s-t-m-t;SNG-USTMT-;SNG-USTMT-
a-n-g-u-s-t-r;SNG-USTR--;SNG-USTR--
a-n-g-u-s-t-r-c;SNG-USTRC-;SNG-USTRC-
a-n-g-u-s-t-r-t;SNG-USTRT-;SNG-USTRT-
a-n-g-u-s-t-s;SNG-USTS--;SNG-USTS--
a-n-g-u-s-t-s-c;SNG-USTSC-;SNG-USTSC-
a-n-g-u-s-t-s-t;SNG-USTST-;SNG-USTST-
a-n-g-u-s-t-t;SNG-USTT--;SNG-USTT--
a-n-g-u-s-x;SNG-USX---;SNG-USX---
a-n-g-u-s-x-c;SNG-USXC--;SNG-USXC--
a-n-g-u-s-x-e;SNG-USXE--;SNG-USXE--
a-n-g-u-s-x-e-c;SNG-USXEC-;SNG-USXEC-
a-n-g-u-s-x-e-t;SNG-USXET-;SNG-USXET-
a-n-g-u-s-x-h;SNG-USXH--;SNG-USXH--
a-n-g-u-s-x-h-c;SNG-USXHC-;SNG-USXHC-
a-n-g-u-s-x-h-t;SNG-USXHT-;SNG-USXHT-
a-n-g-u-s-x-o;SNG-USXO--;SNG-USXO--
a-n-g-u-s-x-o-c;SNG-USXOC-;SNG-USXOC-
a-n-g-u-s-x-o-m;SNG-USXOM-;SNG-USXOM-
a-n-g-u-s-x-o-m-c;SNG-USXOMC;SNG-USXOMC
a-n-g-u-s-x-o-m-t;SNG-USXOMT;SNG-USXOMT
a-n-g-u-s-x-o-t;SNG-USXOT-;SNG-USXOT-
a-n-g-u-s-x-r;SNG-USXR--;SNG-USXR--
a-n-g-u-s-x-r-c;SNG-USXRC-;SNG-USXRC-
a-n-g-u-s-x-r-t;SNG-USXRT-;SNG-USXRT-
a-n-g-u-s-x-t;SNG-USXT--;SNG-USXT--
a-n-g-u-u;SNG-UU----;SNG-UU----
a-n-g-u-u-a;SNG-UUA---;SNG-UUA---
a-n-g-u-u-a-b;SNG-UUAB--;SNG-UUAB--
a-n-g-u-u-a-b-r;SNG-UUABR-;SNG-UUABR-
a-n-g-u-u-a-c;SNG-UUAC--;SNG-UUAC--
a-n-g-u-u-a-c-c;SNG-UUACC-;SNG-UUACC-
a-n-g-u-u-a-c-c-k;SNG-UUACCK;SNG-UUACCK
a-n-g-u-u-a-c-c-m;SNG-UUACCM;SNG-UUACCM
a-n-g-u-u-a-c-r;SNG-UUACR-;SNG-UUACR-
a-n-g-u-u-a-c-r-s;SNG-UUACRS;SNG-UUACRS
a-n-g-u-u-a-c-r-w;SNG-UUACRW;SNG-UUACRW
a-n-g-u-u-a-c-s;SNG-UUACS-;SNG-UUACS-
a-n-g-u-u-a-c-s-a;SNG-UUACSA;SNG-UUACSA
a-n-g-u-u-a-c-s-m;SNG-UUACSM;SNG-UUACSM
a-n-g-u-u-a-d;SNG-UUAD--;SNG-UUAD--
a-n-g-u-u-a-n;SNG-UUAN--;SNG-UUAN--
a-n-g-u-u-e;SNG-UUE---;SNG-UUE---
a-n-g-u-u-i;SNG-UUI---;SNG-UUI---
a-n-g-u-u-l;SNG-UUL---;SNG-UUL---
a-n-g-u-u-l-c;SNG-UULC--;SNG-UULC--
a-n-g-u-u-l-d;SNG-UULD--;SNG-UULD--
a-n-g-u-u-l-f;SNG-UULF--;SNG-UULF--
a-n-g-u-u-l-m;SNG-UULM--;SNG-UULM--
a-n-g-u-u-l-s;SNG-UULS--;SNG-UULS--
a-n-g-u-u-m;SNG-UUM---;SNG-UUM---
a-n-g-u-u-m-a;SNG-UUMA--;SNG-UUMA--
a-n-g-u-u-m-c;SNG-UUMC--;SNG-UUMC--
a-n-g-u-u-m-j;SNG-UUMJ--;SNG-UUMJ--
a-n-g-u-u-m-m-o;SNG-UUMMO-;SNG-UUMMO-
a-n-g-u-u-m-o;SNG-UUMO--;SNG-UUMO--
a-n-g-u-u-m-q;SNG-UUMQ--;SNG-UUMQ--
a-n-g-u-u-m-r;SNG-UUMR--;SNG-UUMR--
a-n-g-u-u-m-r-g;SNG-UUMRG-;SNG-UUMRG-
a-n-g-u-u-m-r-s;SNG-UUMRS-;SNG-UUMRS-
a-n-g-u-u-m-r-s-s;SNG-UUMRSS;SNG-UUMRSS
a-n-g-u-u-m-r-x;SNG-UUMRX-;SNG-UUMRX-
a-n-g-u-u-m-s;SNG-UUMS--;SNG-UUMS--
a-n-g-u-u-m-s-e;SNG-UUMSE-;SNG-UUMSE-
a-n-g-u-u-m-s-e-a;SNG-UUMSEA;SNG-UUMSEA
a-n-g-u-u-m-s-e-c;SNG-UUMSEC;SNG-UUMSEC
a-n-g-u-u-m-s-e-d;SNG-UUMSED;SNG-UUMSED
a-n-g-u-u-m-s-e-i;SNG-UUMSEI;SNG-UUMSEI
a-n-g-u-u-m-s-e-j;SNG-UUMSEJ;SNG-UUMSEJ
a-n-g-u-u-m-s-e-t;SNG-UUMSET;SNG-UUMSET
a-n-g-u-u-m-t;SNG-UUMT--;SNG-UUMT--
a-n-g-u-u-p;SNG-UUP---;SNG-UUP---
a-n-g-u-u-s;SNG-UUS---;SNG-UUS---
a-n-g-u-u-s-a;SNG-UUSA--;SNG-UUSA--
a-n-g-u-u-s-c;SNG-UUSC--;SNG-UUSC--
a-n-g-u-u-s-c-l;SNG-UUSCL-;SNG-UUSCL-
a-n-g-u-u-s-f;SNG-UUSF--;SNG-UUSF--
a-n-g-u-u-s-m;SNG-UUSM--;SNG-UUSM--
a-n-g-u-u-s-m-l;SNG-UUSML-;SNG-UUSML-
a-n-g-u-u-s-m-n;SNG-UUSMN-;SNG-UUSMN-
a-n-g-u-u-s-m-s;SNG-UUSMS-;SNG-UUSMS-
a-n-g-u-u-s-o;SNG-UUSO--;SNG-UUSO--
a-n-g-u-u-s-r;SNG-UUSR--;SNG-UUSR--
a-n-g-u-u-s-r-s;SNG-UUSRS-;SNG-UUSRS-
a-n-g-u-u-s-r-t;SNG-UUSRT-;SNG-UUSRT-
a-n-g-u-u-s-r-w;SNG-UUSRW-;SNG-UUSRW-
a-n-g-u-u-s-s;SNG-UUSS--;SNG-UUSS--
a-n-g-u-u-s-w;SNG-UUSW--;SNG-UUSW--
a-n-g-u-u-s-x;SNG-UUSX--;SNG-UUSX--
a-n-p;SNP-------;SNP-------
a-n-p-l;SNP-L-----;SNP-------
a-n-p-s;SNP-S-----;SNP-S-----
a-n-p-t;SNP-T-----;SNP-T-----
a-n-p-v;SNP-V-----;SNP-V-----
a-n-s;SNS-------;SNS-------
a-n-s-c;SNS-C-----;SNS-C-----
a-n-s-c-a;SNS-CA----;SNS-CA----
a-n-s-c-a-l-a;SNS-CALA--;SNS-CALA--
a-n-s-c-a-l-c;SNS-CALC--;SNS-CALC--
a-n-s-c-a-l-s;SNS-CALS--;SNS-CALS--
a-n-s-c-a-l-s-m;SNS-CALSM-;SNS-CALS--
a-n-s-c-a-l-s-t;SNS-CALST-;SNS-CALS--
a-n-s-c-d;SNS-CD----;SNS-C-----
a-n-s-c-h;SNS-CH----;SNS-CH----
a-n-s-c-l;SNS-CL----;SNS-CL----
a-n-s-c-l-b-b;SNS-CLBB--;SNS-CLBB--
a-n-s-c-l-c-c;SNS-CLCC--;SNS-CLCC--
a-n-s-c-l-c-v;SNS-CLCV--;SNS-CLCV--
a-n-s-c-l-d-d;SNS-CLDD--;SNS-CLDD--
a-n-s-c-l-f-f;SNS-CLFF--;SNS-CLFF--
a-n-s-c-l-l-l;SNS-CLLL--;SNS-CL----
a-n-s-c-l-l-l-a-s;SNS-CLLLAS;SNS-CL----
a-n-s-c-l-l-l-m-i;SNS-CLLLMI;SNS-CL----
a-n-s-c-l-l-l-s-u;SNS-CLLLSU;SNS-CL----
a-n-s-c-m;SNS-CM----;SNS-CM----
a-n-s-c-m-m-a;SNS-CMMA--;SNS-CM----
a-n-s-c-m-m-h;SNS-CMMH--;SNS-CMMH--
a-n-s-c-m-m-l;SNS-CMML--;SNS-CMML--
a-n-s-c-m-m-s;SNS-CMMS--;SNS-CMMS--
a-n-s-c-p;SNS-CP----;SNS-CP----
a-n-s-c-p-s-b;SNS-CPSB--;SNS-CPSB--
a-n-s-c-p-s-u;SNS-CPSU--;SNS-CPSU--
a-n-s-c-p-s-u-g;SNS-CPSUG-;SNS-CP----
a-n-s-c-p-s-u-m;SNS-CPSUM-;SNS-CPSU--
a-n-s-c-p-s-u-t;SNS-CPSUT-;SNS-CPSU--
a-n-s-c-u;SNS-CU----;SNS-C-----
a-n-s-c-u-m;SNS-CUM---;SNS-C-----
a-n-s-c-u-n;SNS-CUN---;SNS-C-----
a-n-s-c-u-s;SNS-CUS---;SNS-C-----
a-n-s-g;SNS-G-----;SNS-G-----
a-n-s-g-c;SNS-GC----;SNS-GC----
a-n-s-g-g;SNS-GG----;SNS-GG----
a-n-s-g-t;SNS-GT----;SNS-GT----
a-n-s-g-u;SNS-GU----;SNS-GU----
a-n-s-n;SNS-N-----;SNS-N-----
a-n-s-n-f;SNS-NF----;SNS-N-----
a-n-s-n-h;SNS-NH----;SNS-NH----
a-n-s-n-i;SNS-NI----;SNS-NI----
a-n-s-n-m;SNS-NM----;SNS-NM----
a-n-s-n-n;SNS-NN----;SNS-N-----
a-n-s-n-n-r;SNS-NNR---;SNS-N-----
a-n-s-n-r;SNS-NR----;SNS-NR----
a-n-s-n-s;SNS-NS----;SNS-NS----
a-n-s-o;SNS-O-----;SNS-O-----
a-n-s-s;SNS-S-----;SNS-------
a-n-s-s-a;SNS-SA----;SNS-------
a-n-s-s-p;SNS-SP----;SNS-------
a-n-s-x;SNS-X-----;SNS-X-----
a-n-s-x-f;SNS-XF----;SNS-XF----
a-n-s-x-f-d-f;SNS-XFDF--;SNS-XF----
a-n-s-x-f-d-r;SNS-XFDR--;SNS-XF----
a-n-s-x-f-t-r;SNS-XFTR--;SNS-XF----
a-n-s-x-h;SNS-XH----;SNS-XH----
a-n-s-x-l;SNS-XL----;SNS-XL----
a-n-s-x-m;SNS-XM----;SNS-XM----
a-n-s-x-m-c;SNS-XMC---;SNS-XMC---
a-n-s-x-m-f;SNS-XMF---;SNS-XMF---
a-n-s-x-m-h;SNS-XMH---;SNS-XM----
a-n-s-x-m-o;SNS-XMO---;SNS-XMO---
a-n-s-x-m-p;SNS-XMP---;SNS-XMP---
a-n-s-x-m-r;SNS-XMR---;SNS-XM----
a-n-s-x-m-t-o;SNS-XMTO--;SNS-XM----
a-n-s-x-m-t-u;SNS-XMTU--;SNS-XM----
a-n-s-x-r;SNS-XR----;SNS-XR----
a-n-u;SNU-------;SNU-------
a-n-u-n;SNU-N-----;SNU-N-----
a-n-u-n-d;SNU-ND----;SNU-ND----
a-n-u-s;SNU-S-----;SNU-S-----
a-n-u-s-c;SNU-SC----;SNU-SC----
a-n-u-s-c-a;SNU-SCA---;SNU-SC----
a-n-u-s-c-b;SNU-SCB---;SNU-SC----
a-n-u-s-c-f;SNU-SCF---;SNU-SC----
a-n-u-s-c-g;SNU-SCG---;SNU-SC----
a-n-u-s-c-m;SNU-SCM---;SNU-SC----
a-n-u-s-f;SNU-SF----;SNU-S-----
a-n-u-s-n;SNU-SN----;SNU-SN----
a-n-u-s-n-a;SNU-SNA---;SNU-SN----
a-n-u-s-n-b;SNU-SNB---;SNU-SN----
a-n-u-s-n-f;SNU-SNF---;SNU-SN----
a-n-u-s-n-g;SNU-SNG---;SNU-SN----
a-n-u-s-n-m;SNU-SNM---;SNU-SN----
a-n-u-s-o;SNU-SO----;SNU-SO----
a-n-u-s-o-f;SNU-SOF---;SNU-SO----
a-n-u-s-s;SNU-SS----;SNU-S-----
a-n-u-s-s-a;SNU-SSA---;SNU-S-----
a-n-u-s-u;SNU-SU----;SNU-S-----
a-n-u-s-u-m;SNU-SUM---;SNU-S-----
a-n-u-s-u-n;SNU-SUN---;SNU-S-----
a-n-u-s-u-s;SNU-SUS---;SNU-S-----
a-n-u-w;SNU-W-----;SNU-W-----
a-n-u-w-d;SNU-WD----;SNU-WD----
a-n-u-w-d-m;SNU-WDM---;SNU-WDM---
a-n-u-w-m;SNU-WM----;SNU-WM----
a-n-u-w-m-d;SNU-WMD---;SNU-WMD---
a-n-u-w-m-f;SNU-WMF---;SNU-WMF---
a-n-u-w-m-f-d;SNU-WMFD--;SNU-WMFD--
a-n-u-w-m-g;SNU-WMG---;SNU-WMG---
a-n-u-w-m-g-d;SNU-WMGD--;SNU-WMGD--
a-n-u-w-m-m;SNU-WMM---;SNU-WMM---
a-n-u-w-m-m-d;SNU-WMMD--;SNU-WMMD--
a-n-u-w-m-o;SNU-WMO---;SNU-WMO---
a-n-u-w-m-o-d;SNU-WMOD--;SNU-WMOD--
a-n-u-w-t;SNU-WT----;SNU-WT----
a-u-a;SUA-------;SUA-------
a-u-a-c;SUA-C-----;SUA-C-----
a-u-a-c-f;SUA-CF----;SUA-CF----
a-u-a-c-h;SUA-CH----;SUA-CH----
a-u-a-c-l;SUA-CL----;SUA-CL----
a-u-a-m;SUA-M-----;SUA-M-----
a-u-a-m-f;SUA-MF----;SUA-MF----
a-u-a-m-f-a;SUA-MFA---;SUA-MFA---
a-u-a-m-f-b;SUA-MFB---;SUA-MFB---
a-u-a-m-f-c;SUA-MFC---;SUA-MFC---
a-u-a-m-f-c-h;SUA-MFCH--;SUA-MFCH--
a-u-a-m-f-c-l;SUA-MFCL--;SUA-MFCL--
a-u-a-m-f-c-m;SUA-MFCM--;SUA-MFCM--
a-u-a-m-f-d;SUA-MFD---;SUA-MFD---
a-u-a-m-f-f;SUA-MFF---;SUA-MFF---
a-u-a-m-f-f-i;SUA-MFFI--;SUA-MFFI--
a-u-a-m-f-h;SUA-MFH---;SUA-MFH---
a-u-a-m-f-j;SUA-MFJ---;SUA-MFJ---
a-u-a-m-f-k;SUA-MFK---;SUA-MFK---
a-u-a-m-f-k-b;SUA-MFKB--;SUA-MFK---
a-u-a-m-f-k-d;SUA-MFKD--;SUA-MFK---
a-u-a-m-f-l;SUA-MFL---;SUA-MFL---
a-u-a-m-f-m;SUA-MFM---;SUA-MFM---
a-u-a-m-f-o;SUA-MFO---;SUA-MFO---
a-u-a-m-f-p;SUA-MFP---;SUA-MFP---
a-u-a-m-f-p-m;SUA-MFPM--;SUA-MFPM--
a-u-a-m-f-p-n;SUA-MFPN--;SUA-MFPN--
a-u-a-m-f-q;SUA-MFQ---;SUA-MFQ---
a-u-a-m-f-q-a;SUA-MFQA--;SUA-MFQA--
a-u-a-m-f-q-b;SUA-MFQB--;SUA-MFQB--
a-u-a-m-f-q-c;SUA-MFQC--;SUA-MFQC--
a-u-a-m-f-q-d;SUA-MFQD--;SUA-MFQD--
a-u-a-m-f-q-f;SUA-MFQF--;SUA-MFQF--
a-u-a-m-f-q-h;SUA-MFQH--;SUA-MFQH--
a-u-a-m-f-q-i;SUA-MFQI--;SUA-MFQI--
a-u-a-m-f-q-j;SUA-MFQJ--;SUA-MFQJ--
a-u-a-m-f-q-k;SUA-MFQK--;SUA-MFQK--
a-u-a-m-f-q-l;SUA-MFQL--;SUA-MFQL--
a-u-a-m-f-q-m;SUA-MFQM--;SUA-MFQM--
a-u-a-m-f-q-n;SUA-MFQN--;SUA-MFQN--
a-u-a-m-f-q-o;SUA-MFQO--;SUA-MFQO--
a-u-a-m-f-q-p;SUA-MFQP--;SUA-MFQP--
a-u-a-m-f-q-r;SUA-MFQR--;SUA-MFQR--
a-u-a-m-f-q-r-w;SUA-MFQRW-;SUA-MFQRW-
a-u-a-m-f-q-r-x;SUA-MFQRX-;SUA-MFQRX-
a-u-a-m-f-q-r-z;SUA-MFQRZ-;SUA-MFQRZ-
a-u-a-m-f-q-s;SUA-MFQS--;SUA-MFQS--
a-u-a-m-f-q-t;SUA-MFQT--;SUA-MFQT--
a-u-a-m-f-q-u;SUA-MFQU--;SUA-MFQU--
